,index,title,description,img,cleand_title,location,Specialties,Delivery / Pick-up,Halal Status,Less Sweet,IG,Email,Website
329,441,yellowmellowsg (Tampines),"Cakes, Cookies & Biscuits, Traditional Desserts
Order instructions
through instagram dms and facebook messages! Free delivery with minimum purchase of $20 for one month. Contact info on Instagram and Facebook @yellowmellowsg :)
Less sweetDelivery/Self Pick-upEmail:
askyellowmellow@gmail.comIG: @yellowmellowsgFB: Yellow Mellow SG","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",yellowmellowsg,Tampines,"Cakes, Cookies & Biscuits, Traditional Desserts",Delivery / Self Pick-up,No,Yes,@yellowmellowsg,askyellowmellow@gmail.com,
330,442,Pretty Bitez (Sembawang),"Cakes, Cupcakes, Pies & Tarts, Brownies​​​​​​​Home-made fruit tarts is our signature!
HalalDelivery/Self Pick-upEmail:
noorashekeen.sahar@gmail.comIG: @PrettybitezFB: Pretty Bitez","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Pretty Bitez,Sembawang,"Cakes, Cupcakes, Pies & Tarts, Brownies​​​​​​​Home-made fruit tarts is our signature!",Delivery / Self Pick-up,No,No,@Prettybitez,noorashekeen.sahar@gmail.com,
331,443,The Bake Theory (Telok Kurau Lorong K),"Cupcakes, Cookies & Biscuits, Chocolate Confections, Festive Baked Goods (Chinese New Year), Donuts, Tiramisu
Serving both Original and Alcoholic versions of desserts!
Less Sweet
Delivery/Self Pick-upSome desserts are alcoholicWebsite: www.thebaketheory.comEmail:
thebaketheory@gmail.comIG:
@thebaketheorysgFB: The Bake TheoryCarousell:
@thebaketheorysg
","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",The Bake Theory,Telok Kurau Lorong K,"Cupcakes, Cookies & Biscuits, Chocolate Confections, Festive Baked Goods (Chinese New Year), Donuts, Tiramisu",Delivery / Self Pick-up,No,Yes,@thebaketheorysg,thebaketheory@gmail.com,www.thebaketheory.comEmail:
332,444,tartsoclock (Potong Pasir),"Chocolate Confections, Pies & Tarts, Brownies
Home-based bakery by a 23 y/o.Freshly made to order good o' chocolate tarts & brownies--- so good, you'll cry asking for more!Orders to be placed 3 days in advance through Instagram DM or over WhatsApp at 91449330.
Delivery/Self Pick-upWhatsapp:
91449330IG: @tartsoclock","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",tartsoclock,Potong Pasir,"Chocolate Confections, Pies & Tarts, Brownies",Delivery / Self Pick-up,No,No,@tartsoclock,,
333,445,Brownielicious (Petir Road),"Cakes, Cupcakes, Festive Baked Goods (Chinese New Year), Brownies
Freshly baked goodies to your doorstep! Pre order 3 days in advance for brownies and 2 weeks for cakes!
HalalLess sweet optionsDelivery/Grabfood/Self Pick-up (105 Petir road)Email:
Brownielicious.sg@gmail.comIG: @Brownielicious.sgFB:
Brownielicious.sgCarousell: @Brownielicious.sg","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Brownielicious,Petir Road,"Cakes, Cupcakes, Festive Baked Goods (Chinese New Year), Brownies",Delivery / Self Pick-up,No,Yes,@Brownielicious.sg,Brownielicious.sg@gmail.com,
334,446,frankiebakess (Bukit Batok/Beauty World),"Cakes, Cookies & Biscuits, Pies & Tarts, Brownies
Self pick up: My humble abode at Bukit Batok.Mrt: Bukit Batok/Beauty WorldDelivery to Westies flat rate: $6 (We could work something out if you're interested too)
Less sweet optionsDelivery/Self Pick-upIG: @frankiebakessCarousell: @frankiebakess","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",frankiebakess,Bukit Batok/Beauty World,"Cakes, Cookies & Biscuits, Pies & Tarts, Brownies",Delivery / Self Pick-up,No,Yes,@frankiebakess,,
335,449,Let's Indulge! (Choa Chu Kang/Bukit Panjang),"Cookies & Biscuits, Festive Baked Goods (Ramadan), Frozen foods (Chicken, Asam Pedas Paste)
Let's Indulge! specialises in Home Baked Cookies & Tarts for the upcoming Hari Raya festivity. We also introduce easy-to-cook products like our ""Ready in 15 minutes"" Asam Pedas Paste and Ayam Goreng Berempah (Frozen Marinated Wings) to cater to suit our busy schedule.
We aim to allow families to have the luxury of home cooked meals in a fraction of time spent in the kitchen!
We are having a promotion for the month of Ramadhan
- order 3 boxes of our frozen Ayam Goreng Berempah (Chicken Wings) and to enjoy free delivery. Otherwise delivery is at $10 islandwide per location.

Join our Pre-Order delivery on 12 May. Closing date on 10 May.

HalalDelivery ($10 Islandwide)/Self Pick-upEmail: letsindulge.sg@gmail.comIG: @letsindulge.sgFB: Letsindulge.sg","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Let's Indulge!,Choa Chu Kang/Bukit Panjang,"Cookies & Biscuits, Festive Baked Goods (Ramadan), Frozen foods (Chicken, Asam Pedas Paste)",Delivery / Self Pick-up,No,No,@letsindulge.sg,letsindulge.sg@gmail.com,
336,450,SIMPLYBAKEZ (Boon Keng),"Cakes, birthday cakes
Who are we?Self taught baker passionate bringing amazing cakes to people. We aim to design cakes mainly inspired by Korea’s simple and modern cake designs with our own special twist.
What are our cakes made of?Our cakes are made out of simple sponge layers covered in non-dairy cream. Please note that no buttercream or fondant will be used. Therefore, it's hard to achieve some design eg. 3D.
Less sweet optionsDelivery/Self Pick-upEmail:
Simplybakez@hotmail.comIG:
@simplybakezCarousell:
Simplybakez","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",SIMPLYBAKEZ,Boon Keng,"Cakes, birthday cakes",Delivery / Self Pick-up,No,Yes,@simplybakez,Simplybakez@hotmail.com,
337,451,#@Chai's (Yishun Ave 11),"Cookies & Biscuits, Festive Baked Goods (Ramadan), Tahu bergs, Nutella Pods
Delivery preferred. Strictly for serious buyers.
HalalDelivery/Self Pick-upIG: @hashtags.chaisFB:
Hashtags at Chai","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",#@Chai's,Yishun Ave 11,"Cookies & Biscuits, Festive Baked Goods (Ramadan), Tahu bergs, Nutella Pods",Delivery / Self Pick-up,No,No,@hashtags.chais,,
338,452,SimpleBakez (Yishun),"Cakes, Cupcakes, Cookies & Biscuits, Pies & Tarts, Festive Baked Goods (Ramadan,
 Chinese New Year, Christmas and more), Brownies
Desserts for all occasions. DM/WA to orders. Delivery and self-collection available. Advance bookings
HalalDelivery/Self Pick-upEmail:
simplebakez@gmail.comIG: @simplebakezFB: SimpleBakez","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",SimpleBakez,Yishun,"Cakes, Cupcakes, Cookies & Biscuits, Pies & Tarts, Festive Baked Goods (Ramadan,",Delivery / Self Pick-up,No,No,@simplebakez,simplebakez@gmail.com,
339,453,Awildflowerbakery (Tai Seng/Bartley),"Cakes, Cookies & Biscuits, Donuts
Order closes every Sunday 8pm. Deliveries every Tuesdays, Thursdays & Saturdays
KetoDelivery/Self Pick-upEmail:
awildflowerbakery@gmail.comIG: @awildflowerbakeryFB: awildflowerbakeryCarousell: @awildflowerbakery","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Awildflowerbakery,Tai Seng/Bartley,"Cakes, Cookies & Biscuits, Donuts",Delivery / Self Pick-up,No,No,@awildflowerbakery,awildflowerbakery@gmail.com,
340,454,Pretty Sweet Indulgence (Woodlands/Admiralty),"Cakes, Cupcakes, Cookies & Biscuits, Pies & Tarts, Festive Baked Goods (Ramadan), Brownies
Our customers hot fave is Nutella Tarts and Nutella Cheese Tarts. Delivery is chargeable at $10/$15, depending on location. Self-pickup at Woodlands Ring Road or Admiralty MRT (on normal occasion).
HalalDelivery/Self Pick-up (Woodlands Ring Road/Admiralty MRT)IG: @prettysweetindulgenceFB: Pretty Sweet Indulgence","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Pretty Sweet Indulgence,Woodlands/Admiralty,"Cakes, Cupcakes, Cookies & Biscuits, Pies & Tarts, Festive Baked Goods (Ramadan), Brownies",Delivery / Self Pick-up,No,No,@prettysweetindulgence,,
341,456,Take A Slice Home (Hillview),"Cakes, Birthday Cakes, Wedding Cakes, Pies & Tarts, Festive Baked Goods - Christmas, Brownies
Take A Slice Home creates your dream cake - all you have to do is give a few ingredients that you like, and I'll whip up a combination for you. My focus is on homely yet sinful and indulgent cakes where every element plays a role in the tasting journey!
Contact info - DM on @takeaslicehome
Self pick up is at Hillview Park 669554Delivery options are based on couriers (e.g. lalamove) and price depends on location.
Delivery/Self Pick-upIG:
@takeaslicehomeFB: Take A Slice Home","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Take A Slice Home,Hillview,"Cakes, Birthday Cakes, Wedding Cakes, Pies & Tarts, Festive Baked Goods - Christmas, Brownies",Delivery / Self Pick-up,No,No,@takeaslicehome,,
342,459,_radinmas_ (Tampines),"Customers can order via Instagram DM or email, and will receive their orders via delivery.
HalalDeliveryIG: @_radinmas_","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",_radinmas_,Tampines,"Customers can order via Instagram DM or email, and will receive their orders via delivery.",Delivery,No,No,@_radinmas_,,
343,460,Made by min (Hillview),"Cakes, Cookies & Biscuits, Pastries, Festive Baked Goods (Chinese New Year, Christmas)
Korean inspired and Taiwanese tea focus online cake studio.
Specialty in cakes with tea pairing. ​
Deliveries at $20, additional surcharge applies (view full list, via website's FAQ). Self collection at Hillview area (exact location to be given upon ordering)
Orders via Email/ DM on IG/ via website's order form
At least 5 days in advance, do place orders early to avoid disappointment as there are limited slots available for each day.
Next month's schedule availability will be posted on our IG stories every third week of the current month.
Our cakes are generally less sweet, mainly from sweetness of fruits
Less sweetDelivery/Self Pick-upEmail:
made.bymin.sg@gmail.comWebsite:
https://madebymin.wixsite.com/madebyminIG:
@madebymin_FB: Madebymin","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Made by min,Hillview,"Cakes, Cookies & Biscuits, Pastries, Festive Baked Goods (Chinese New Year, Christmas)",Delivery / Self Pick-up,No,Yes,@madebymin_,made.bymin.sg@gmail.comsite,https://madebymin.wixsite.com/madebymin:
344,462,MonReve Treat (Woodlands),"Cakes, Cookies & Biscuits, Pies & Tarts, Pastries, Festive Baked Goods (Chinese New Year,
Christmas), Brownies, Donuts and more
Specialize in Eclairs, Chicken pies, Fruit tarts, Brownies, Christmas goodies, Festive cookies. We are using only premium and good quality ingredients for all of our products.
Delivery/Self Pick-upContact N.o:
94514518Email:
lie.yuni@gmail.comIG: @leeyuni78FB:
Monreve Treats","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",MonReve Treat,Woodlands,"Cakes, Cookies & Biscuits, Pies & Tarts, Pastries, Festive Baked Goods (Chinese New Year,",Delivery / Self Pick-up,No,No,@leeyuni78,lie.yuni@gmail.com,
345,463,"Kristine's Brownies (Fernvale, Sengkang)","Nothing beats tasting our rich and fudgy brownies personally. You have to try it! Bake to order, quality ingredients used.
Delivery option: Same day delivery Self pick-up : Please feel free to check with me
Order instructions : WhatsApp or message me on Instagram or Facebook
No pork no lardDelivery/Self Pick-upWhatsApp: 86732000Email: kristinesbrownies@gmail.comIG:
@kristinesbrowniesFB:
@kristinesbrownieslahCarousell:
@kristinehere","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Kristine's Brownies,"Fernvale, Sengkang","Nothing beats tasting our rich and fudgy brownies personally. You have to try it! Bake to order, quality ingredients used.",Delivery / Self Pick-up,No,No,@kristinesbrownies,kristinesbrownies@gmail.com,
346,464,Geng Tepung (Simei St 1),"Cupcakes, Pies & Tarts, Festive Baked Goods (Ramadan), Donuts
We specialise in mini bombolinis and mini cupcakes! Occasionally we take in orders for kuih raya as well!
HalalDelivery/Self Pick-upEmail:
geng.tepung@gmail.comIG: @geng_tepungFB:
geng_tepungCarousell:
geng.tepung","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Geng Tepung,Simei St 1,"Cupcakes, Pies & Tarts, Festive Baked Goods (Ramadan), Donuts",Delivery / Self Pick-up,No,No,@geng_tepung,geng.tepung@gmail.com,
347,465,MYHUMBLEBAKES (Pasir Ris),"Cakes, Cupcakes, Brownies, Muffins
100% Home-Based, Self-Collection/Delivery every sunday!
Specialities: Blueberry Crumble and Chocolatey Hazelnut Brownies
Free self-collection at Pasir Ris (Address will be given upon confirmation of order), Free delivery for Pasir Ris & Tampines, Free Islandwide delivery for orders > $60, $5-$10 delivery fees applicable for other areas, DM us on ig to order! ☺️
Delivery/Self Pick-upEmail:
myhumblebakes.sg@gmail.comIG:
@myhumblebakes.sgCarousell:
@myhumblebakes.sg","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",MYHUMBLEBAKES,Pasir Ris,"Cakes, Cupcakes, Brownies, Muffins",Delivery / Self Pick-up,No,No,@myhumblebakes.sg,myhumblebakes.sg@gmail.com,
348,467,v.akes (Serangoon),"Cookies & Biscuits
Just a small business here trying to earn my own allowance from my passion :) feel free to dm / drop me a text!
Delivery/Self Pick-upIG: @v.akes","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",v.akes,Serangoon,Cookies & Biscuits,Delivery / Self Pick-up,No,No,@v.akes,,
349,469,Dainty Pastry Co (Clementi West St 1),"Cakes, Cookies & Biscuits, Brownies
DM on Insta or Email to order
HalalDelivery/Self Pick-up (Clementi West Street 1)Email:
Daintypastryco@gmail.comIG:
@daintypastryco","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Dainty Pastry Co,Clementi West St 1,"Cakes, Cookies & Biscuits, Brownies",Delivery / Self Pick-up,No,No,@daintypastryco,Daintypastryco@gmail.com,
350,470,Sharina Bakes (Queenstown),"Cupcakes, Festive Baked Goods (Ramadan and more), Traditional Desserts, Pudding
All our goods are freshly-made only upon order :)
HalalDeliveryIG: @sharina.bakes","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Sharina Bakes,Queenstown,"Cupcakes, Festive Baked Goods (Ramadan and more), Traditional Desserts, Pudding",Delivery,No,No,@sharina.bakes,,
351,471,Sticky Fingers (Yishun),"Cakes, Bread, Festive Baked Goods (Ramadan, Chinese New Year, Christmas)
All orders through Whatsapp at 87556371.
HalalDelivery/Self Pick-upWhatsapp:
87556371IG:
@_sticky_fingers","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Sticky Fingers,Yishun,"Cakes, Bread, Festive Baked Goods (Ramadan, Chinese New Year, Christmas)",Delivery / Self Pick-up,No,No,@_sticky_fingers,,
352,472,Cratesbya (Choa Chu Kang),"Cakes, Cupcakes, Cookies & Biscuits, Chocolate Confections, Pies & Tarts, Bread, Pastries, Festive Baked Goods (Ramadan, Chinese New Year), Brownies, Smores, Cereal Bars
HalalDelivery (Courier)/Self Pick-upIG:
@cratesbya","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Cratesbya,Choa Chu Kang,"Cakes, Cupcakes, Cookies & Biscuits, Chocolate Confections, Pies & Tarts, Bread, Pastries, Festive Baked Goods (Ramadan, Chinese New Year), Brownies, Smores, Cereal Bars",Delivery / Self Pick-up,No,No,@cratesbya,,
353,473,Frosted by Fang (Serangoon),"Cakes, Cupcakes, Cookies & Biscuits, Pastries, Festive Baked Goods, Brownies
Frostedbyfang is the brainchild of an accidental baker, who stumbled upon baking and discovered my passion for this creative outlet. I seek to constantly innovate new flavours to intrigue and tantalise tastebuds. I do a full range of bakes from customised cakes to small bites, with my curated monthly dessert box sales being a top hit.
Delivery will be via a third party courier (prices dependent on location) and self collection is at Serangoon (address to be given). You can arrange for your own courier as well. More details will be provided after order confirmation.
Orders can be placed via website or IG DM.
Delivery/Self Pick-upWebsite:
frostedbyfang.comEmail:
frostedbyfang@gmail.comIG: @frostedbyfangFB:
Frosted by Fang","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Frosted by Fang,Serangoon,"Cakes, Cupcakes, Cookies & Biscuits, Pastries, Festive Baked Goods, Brownies",Delivery / Self Pick-up,No,No,@frostedbyfang,frostedbyfang@gmail.com,
354,475,Shasha Razali Sg (Yishun),"Ramadan Festive Bakes: Nutella Tart, Pineapple Tart, Tapak Kuda Nutella, Rainbow Nutella, Bento Roti Kirai, Bento Pulut Kuning
Whatsapp @ 87486724
or Dm to order:1) Name2) Contact3) Order
HalalDelivery ($15 per location)/Self Pick-up (Yishun Street 22)IG: @ShasharazalisgFB: Shasha'sCarousell: @Shasharazalisg","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Shasha Razali Sg,Yishun,"Ramadan Festive Bakes: Nutella Tart, Pineapple Tart, Tapak Kuda Nutella, Rainbow Nutella, Bento Roti Kirai, Bento Pulut Kuning",Delivery / Self Pick-up,No,No,@Shasharazalisg,,
355,479,"Hello, Sugar (Tampines)","Cakes, Cupcakes, Cookies & Biscuits, Pies & Tarts, Festive Baked Goods (Ramadan, Chinese New Year, Christmas), Brownies
We have a variety of products upon request and availability - both sweet and savoury. All orders are for self-collection, unless otherwise stated.
Self Pick-upEmail:
Askhellosugar@gmail.comIG: @HellosugarsgFB: Hello, Sugar","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png","Hello, Sugar",Tampines,"Cakes, Cupcakes, Cookies & Biscuits, Pies & Tarts, Festive Baked Goods (Ramadan, Chinese New Year, Christmas), Brownies",Self Pick-up,No,No,@Hellosugarsg,Askhellosugar@gmail.com,
356,480,Baker Yin (Choa Chu Kang),"Cakes, Cupcakes, Cookies & Biscuits, Fondant Cake Toppers
Focus on customized fresh cream birthday cake, customized Royal icing cookies and cupcakes. For special handmade character or theme, best order in 3 weeks in advanced.
Delivery/Self Pick-upContact Zoe @
92474395Website:
www.bakeryin.comEmail:
baker.yin.zhao@gmail.comIG: @Baker.Yin","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Baker Yin,Choa Chu Kang,"Cakes, Cupcakes, Cookies & Biscuits, Fondant Cake Toppers",Delivery / Self Pick-up,No,No,@Baker.Yin,baker.yin.zhao@gmail.com,www.bakeryin.comEmail:
357,481,thevanbakes (Tampines),"Doing mostly customised cakes and other desserts - Cupcakes, Cookies, Biscuits, Pastries, Brownies Festive Baked Goods (Chinese New Year, Christmas) but im doing bakesales now!
Delivery options are only available now due to covid, however i used to allow self pick up.
Order instructions for cakes/desserts/dessert table/normal enquries are just through dm as for now. Bake sale will have google forms etc.
Delivery/Self Pick-upWebsite:
https://thevanbakes.wixsite.com/thevanbakes/Email:
thevanbakes@gmail.comIG: @thevanbakes","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",thevanbakes,Tampines,"Doing mostly customised cakes and other desserts - Cupcakes, Cookies, Biscuits, Pastries, Brownies Festive Baked Goods (Chinese New Year, Christmas) but im doing bakesales now!",Delivery / Self Pick-up,No,No,@thevanbakes,thevanbakes@gmail.com,https://thevanbakes.wixsite.com/thevanbakes/Email:
358,483,Spiffycakes (Telok Blangah/Mount Faber),"Cakes, Cupcakes, Festive Baked Goods (Christmas), Fondant Cake Toppers
Customised cakes for all occasions, using only the highest quality ingredients.
Delivery/Self Pick-upEmail:
Spiffycakes21@gmail.comIG: @spiffycakesFB: Spiffycakes","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Spiffycakes,Telok Blangah/Mount Faber,"Cakes, Cupcakes, Festive Baked Goods (Christmas), Fondant Cake Toppers",Delivery / Self Pick-up,No,No,@spiffycakes,Spiffycakes21@gmail.com,
359,484,Sya•wis Bakes (Chai Chee),"Cookies & Biscuits, Festive Baked Goods (Ramadan, Chinese New Year, Christmas)
Bringing festive treats all year round. Regular orders should be placed 3 days in advance. Orders & enquiries can be done via DM, PM or Whatsapp @93799514.
HalalDelivery/Self Pick-upWhatsapp: 93799514Email:
syawisbakes@gmail.comIG: @SyawisbakesFB:
Sya•wis Bakes
","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Sya•wis Bakes,Chai Chee,"Cookies & Biscuits, Festive Baked Goods (Ramadan, Chinese New Year, Christmas)",Delivery / Self Pick-up,No,No,@Syawisbakes,syawisbakes@gmail.com,
360,487,Tartcraves (Changi),"For all Cookies, Tarts & Cakes Lovers100% Home-Made with LoveFreshly Bake to Order Muslim OwnedWSQ Certified Food Safety & Hygiene#tartcraves #tartcravesreviews
HalalDelivery ($8 - $15)/Self Pick-up (Changi)Contact N.o:
9022 4132Email:
Tartcraves@gmail.comIG:
TartcravesFB:
Tartcraves","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Tartcraves,Changi,"For all Cookies, Tarts & Cakes Lovers100% Home-Made with LoveFreshly Bake to Order Muslim OwnedWSQ Certified Food Safety & Hygiene#tartcraves #tartcravesreviews",Delivery / Self Pick-up,No,No,@Tartcraves,Tartcraves@gmail.com,
